#	trial	stat		
	1	91.81	
	2	94.29
	3	91.14
	4	92.21
	5	90.14
	6	87.13
	7	86.24
	8	85.34
	9	89.23
	10	91.12
	11	92.23
	12	105.24
	13	106.21
	14	108.44
	15	110.42
	16	102.24
	17	103.52
	18	101.91
	19	101.84
	20	87.21
	21	88.45
	22	89.52
	23	91.45
	24	94.42
	25	90.27
